Survived,Title,Pclass,Fare,Sex,Age,SibSp,Parch,Family_Number_Sum,GroupID
1,1,3,8.1125,0,28.0,0,0,0,310
1,4,1,81.8583,0,4.0,0,2,2,164
1,2,2,19.5,1,13.0,0,1,1,414
1,1,1,26.55,0,34.0,0,0,0,575
1,2,3,19.2583,1,5.0,2,1,3,35
1,7,1,30.5,0,52.0,0,0,0,517
0,1,2,27.75,0,36.0,1,2,3,671
0,1,3,19.9667,0,28.0,1,0,1,241
0,1,1,27.75,0,30.0,0,0,0,197
1,1,1,89.1042,0,49.0,1,0,1,226
0,1,3,8.05,0,28.0,0,0,0,503
1,1,3,7.8958,0,29.0,0,0,0,301
0,1,1,26.55,0,65.0,0,0,0,420
1,3,1,51.8625,1,28.0,1,0,1,331
1,2,2,10.5,1,50.0,0,0,0,638
0,1,3,7.75,0,28.0,0,0,0,474
1,1,1,26.55,0,48.0,0,0,0,15
0,1,3,8.05,0,34.0,0,0,0,437
0,1,1,38.5,0,47.0,0,0,0,216
0,1,2,13.0,0,48.0,0,0,0,421
0,1,3,8.05,0,28.0,0,0,0,389
0,1,3,7.05,0,38.0,0,0,0,229
0,1,2,0.0,0,28.0,0,0,0,96
0,1,1,26.55,0,56.0,0,0,0,600
0,1,3,7.725,0,28.0,0,0,0,571
1,2,3,19.2583,1,0.75,2,1,3,35
0,1,3,7.25,0,28.0,0,0,0,328
0,1,3,8.6625,0,38.0,0,0,0,90
1,3,2,27.75,1,33.0,1,2,3,671
1,3,2,13.7917,1,23.0,0,0,0,309
0,2,3,9.8375,1,22.0,0,0,0,617
0,1,1,52.0,0,28.0,0,0,0,122
0,1,2,21.0,0,34.0,1,0,1,531
0,1,3,7.0458,0,29.0,1,0,1,77
0,1,3,7.5208,0,22.0,0,0,0,324
1,2,3,12.2875,1,2.0,0,1,1,276
0,4,3,46.9,0,9.0,5,2,7,230
0,1,2,0.0,0,28.0,0,0,0,205
0,1,3,8.05,0,50.0,0,0,0,555
1,3,3,9.5875,1,63.0,0,0,0,648
1,1,1,91.0792,0,25.0,1,0,1,63
0,2,3,25.4667,1,28.0,3,1,4,355
1,3,1,90.0,1,35.0,1,0,1,290
0,1,1,29.7,0,58.0,0,0,0,330
0,1,3,8.05,0,30.0,0,0,0,605
1,4,3,15.9,0,9.0,1,1,2,137
0,1,3,19.9667,0,28.0,1,0,1,241
0,1,3,7.25,0,21.0,0,0,0,683
0,1,1,30.5,0,55.0,0,0,0,430
0,1,1,49.5042,0,71.0,0,0,0,25
0,1,3,8.05,0,21.0,0,0,0,611
0,1,3,14.4583,0,28.0,0,0,0,691
1,2,1,78.2667,1,54.0,1,0,1,187
0,1,3,15.1,0,28.0,0,0,0,578
0,3,1,151.55,1,25.0,1,2,3,12
0,1,3,7.7958,0,24.0,0,0,0,625
0,1,3,8.6625,0,17.0,0,0,0,94
0,2,3,7.75,1,21.0,0,0,0,97
0,2,3,7.6292,1,28.0,0,0,0,478
0,2,3,9.5875,1,37.0,0,0,0,345
1,2,1,86.5,1,16.0,0,0,0,388
0,1,1,108.9,0,18.0,1,0,1,505
1,3,2,26.0,1,33.0,0,2,2,525
1,1,1,26.55,0,28.0,0,0,0,76
0,1,3,22.525,0,28.0,0,0,0,481
1,1,3,56.4958,0,26.0,0,0,0,349
1,1,3,7.75,0,29.0,0,0,0,148
0,1,3,8.05,0,28.0,0,0,0,667
1,1,1,26.2875,0,36.0,0,0,0,406
1,3,1,59.4,1,54.0,1,0,1,554
0,1,3,7.4958,0,24.0,0,0,0,125
0,1,1,34.0208,0,47.0,0,0,0,662
1,3,2,10.5,1,34.0,0,0,0,360
0,1,3,24.15,0,28.0,0,0,0,558
1,3,2,26.0,1,36.0,1,0,1,22
0,1,3,7.8958,0,32.0,0,0,0,501
1,2,1,93.5,1,30.0,0,0,0,509
0,1,3,7.8958,0,22.0,0,0,0,660
0,1,3,7.225,0,28.0,0,0,0,343
1,3,1,57.9792,1,44.0,0,1,1,275
0,1,3,7.2292,0,28.0,0,0,0,326
0,1,3,7.75,0,40.5,0,0,0,189
1,2,2,10.5,1,50.0,0,0,0,539
0,1,1,221.7792,0,28.0,0,0,0,190
0,1,3,7.925,0,39.0,0,0,0,566
0,1,2,11.5,0,23.0,2,1,3,277
1,2,2,26.0,1,2.0,1,1,2,525
0,1,3,7.2292,0,28.0,0,0,0,641
0,1,3,7.2292,0,17.0,1,1,2,182
1,3,3,22.3583,1,28.0,0,2,2,511
0,2,3,8.6625,1,30.0,0,0,0,90
1,2,2,26.25,1,7.0,0,2,2,259
0,7,1,26.55,0,45.0,0,0,0,87
1,2,1,106.425,1,30.0,0,0,0,352
0,1,3,14.5,0,28.0,0,0,0,542
1,2,1,49.5,1,22.0,0,2,2,204
1,2,1,71.0,1,36.0,0,2,2,141
0,2,3,31.275,1,9.0,4,2,6,17
0,2,3,31.275,1,11.0,4,2,6,17
1,1,2,26.0,0,32.0,1,0,1,50
0,1,1,106.425,0,50.0,1,0,1,169
0,1,1,26.0,0,64.0,0,0,0,460
1,3,2,26.0,1,19.0,1,0,1,50
1,1,2,13.8625,0,28.0,0,0,0,490
0,1,3,20.525,0,33.0,1,1,2,228
1,4,2,36.75,0,8.0,1,1,2,155
1,1,1,110.8833,0,17.0,0,2,2,629
0,1,2,26.0,0,27.0,0,0,0,576
0,1,3,7.8292,0,28.0,0,0,0,471
1,1,3,7.225,0,22.0,0,0,0,354
1,2,3,7.775,1,22.0,0,0,0,480
0,1,1,26.55,0,62.0,0,0,0,686
1,3,1,39.6,1,48.0,1,0,1,175
0,1,1,227.525,0,28.0,0,0,0,543
1,3,1,79.65,1,39.0,1,1,2,627
1,3,3,17.4,1,36.0,1,0,1,695
0,1,3,7.75,0,28.0,0,0,0,438
0,1,3,7.8958,0,40.0,0,0,0,590
0,1,2,13.5,0,28.0,0,0,0,465
0,1,3,8.05,0,28.0,0,0,0,585
0,2,3,8.05,1,28.0,0,0,0,412
0,1,3,24.15,0,24.0,2,0,2,155
0,1,3,7.8958,0,19.0,0,0,0,616
0,3,3,21.075,1,29.0,0,4,4,492
0,1,3,7.2292,0,28.0,0,0,0,165
1,1,3,7.8542,0,32.0,0,0,0,317
1,1,2,10.5,0,62.0,0,0,0,255
1,3,1,51.4792,1,53.0,2,0,2,23
1,1,1,26.3875,0,36.0,0,0,0,194
1,2,3,7.75,1,28.0,0,0,0,329
0,1,3,8.05,0,16.0,0,0,0,557
0,1,3,14.5,0,19.0,0,0,0,499
1,2,2,13.0,1,34.0,0,0,0,213
1,3,1,55.9,1,39.0,1,0,1,584
0,3,3,14.4583,1,28.0,1,0,1,99
1,1,3,7.925,0,32.0,0,0,0,318
1,2,2,30.0,1,25.0,1,1,2,118
1,3,1,110.8833,1,39.0,1,1,2,629
0,1,2,26.0,0,54.0,0,0,0,171
0,1,1,40.125,0,36.0,0,0,0,552
0,1,3,8.7125,0,28.0,0,0,0,500
1,2,1,79.65,1,18.0,0,2,2,627
0,1,2,15.0,0,47.0,0,0,0,304
1,1,1,79.2,0,60.0,1,1,2,203
0,1,3,8.05,0,22.0,0,0,0,220
0,1,3,8.05,0,28.0,0,0,0,445
0,1,3,7.125,0,35.0,0,0,0,541
1,3,1,78.2667,1,52.0,1,0,1,613
0,1,3,7.25,0,47.0,0,0,0,183
0,2,3,7.75,1,28.0,0,2,2,72
0,1,2,26.0,0,37.0,1,0,1,112
0,1,3,24.15,0,36.0,1,1,2,651
1,2,2,33.0,1,28.0,0,0,0,358
0,1,3,0.0,0,49.0,0,0,0,313
0,1,3,7.225,0,28.0,0,0,0,70
1,7,1,56.9292,0,49.0,1,0,1,175
1,3,2,27.0,1,24.0,2,1,3,300
0,1,3,7.8958,0,28.0,0,0,0,595
0,1,1,42.4,0,28.0,0,0,0,254
0,1,3,8.05,0,44.0,0,0,0,639
1,1,1,26.55,0,35.0,0,0,0,284
0,1,3,15.55,0,36.0,1,0,1,371
0,1,3,7.8958,0,30.0,0,0,0,323
1,1,1,30.5,0,27.0,0,0,0,150
1,3,2,41.5792,1,22.0,1,2,3,350
1,2,1,153.4625,1,40.0,0,0,0,581
0,3,3,31.275,1,39.0,1,5,6,17
0,1,3,7.05,0,28.0,0,0,0,303
1,2,3,15.5,1,28.0,1,0,1,446
0,1,3,7.75,0,28.0,0,0,0,287
0,1,3,8.05,0,35.0,0,0,0,79
1,2,2,65.0,1,24.0,1,2,3,272
0,1,3,14.4,0,34.0,1,1,2,149
0,3,3,16.1,1,26.0,1,0,1,375
1,2,2,39.0,1,4.0,2,1,3,52
0,1,2,10.5,0,26.0,0,0,0,215
0,1,3,14.4542,0,27.0,1,0,1,687
1,1,1,52.5542,0,42.0,1,0,1,334
1,1,3,15.7417,0,20.0,1,1,2,450
0,1,3,7.8542,0,21.0,0,0,0,247
0,1,3,16.1,0,21.0,0,0,0,73
0,1,1,32.3208,0,61.0,0,0,0,624
0,6,2,12.35,0,57.0,0,0,0,337
1,2,1,77.9583,1,21.0,0,0,0,377
0,1,3,7.8958,0,26.0,0,0,0,69
0,1,3,7.7333,0,28.0,0,0,0,473
1,1,1,30.0,0,80.0,0,0,0,44
0,1,3,7.0542,0,51.0,0,0,0,381
1,5,1,30.5,0,32.0,0,0,0,608
0,1,1,0.0,0,28.0,0,0,0,495
0,2,3,27.9,1,9.0,3,2,5,594
1,2,2,13.0,1,28.0,0,0,0,156
0,1,3,7.925,0,32.0,0,0,0,357
0,1,2,26.25,0,31.0,1,1,2,129
0,3,3,39.6875,1,41.0,0,5,5,493
0,1,3,16.1,0,28.0,1,0,1,633
0,1,3,7.8542,0,20.0,0,0,0,306
1,2,1,69.3,1,24.0,0,0,0,564
0,2,3,27.9,1,2.0,3,2,5,594
1,1,3,56.4958,0,28.0,0,0,0,195
1,2,3,19.2583,1,0.75,2,1,3,35
1,1,1,76.7292,0,48.0,1,0,1,253
0,1,3,7.8958,0,19.0,0,0,0,135
1,7,1,35.5,0,56.0,0,0,0,586
0,1,3,7.55,0,28.0,0,0,0,679
1,2,3,7.55,1,23.0,0,0,0,611
0,1,3,7.8958,0,28.0,0,0,0,427
1,2,2,23.0,1,18.0,0,1,1,166
0,1,3,8.4333,0,21.0,0,0,0,321
1,2,3,7.8292,1,28.0,0,0,0,477
0,2,3,6.75,1,18.0,0,0,0,267
0,1,2,73.5,0,24.0,2,0,2,274
0,1,3,7.8958,0,28.0,0,0,0,526
0,3,3,15.5,1,32.0,1,1,2,72
0,1,2,13.0,0,23.0,0,0,0,178
0,1,1,113.275,0,58.0,0,2,2,457
1,5,1,133.65,0,50.0,2,0,2,202
0,1,3,7.225,0,40.0,0,0,0,36
0,1,1,25.5875,0,47.0,0,0,0,128
0,1,3,7.4958,0,36.0,0,0,0,125
1,1,3,7.925,0,20.0,1,0,1,372
0,1,2,73.5,0,32.0,2,0,2,274
0,1,2,13.0,0,25.0,0,0,0,86
0,1,3,7.775,0,28.0,0,0,0,549
0,1,3,8.05,0,43.0,0,0,0,134
1,3,1,52.0,1,28.0,1,0,1,628
1,3,2,39.0,1,40.0,1,1,2,81
0,1,1,52.0,0,31.0,1,0,1,153
0,1,2,10.5,0,70.0,0,0,0,426
1,1,2,13.0,0,31.0,0,0,0,678
0,1,2,0.0,0,28.0,0,0,0,665
0,1,3,7.775,0,18.0,0,0,0,177
0,1,3,8.05,0,24.5,0,0,0,570
1,2,3,9.8417,1,18.0,0,0,0,647
0,3,3,46.9,1,43.0,1,6,7,230
1,1,1,512.3292,0,36.0,0,1,1,101
0,2,3,8.1375,1,28.0,0,0,0,512
1,1,1,76.7292,0,27.0,0,0,0,260
0,1,3,9.225,0,20.0,0,0,0,484
0,1,3,46.9,0,14.0,5,2,7,230
0,1,2,39.0,0,60.0,1,1,2,81
0,1,2,41.5792,0,25.0,1,2,3,350
0,1,3,39.6875,0,14.0,4,1,5,493
0,1,3,10.1708,0,19.0,0,0,0,147
0,1,3,7.7958,0,18.0,0,0,0,192
1,2,1,211.3375,1,15.0,0,1,1,385
1,1,1,57.0,0,31.0,1,0,1,162
1,2,3,13.4167,1,4.0,0,1,1,325
1,1,3,56.4958,0,28.0,0,0,0,347
0,1,3,7.225,0,25.0,0,0,0,560
0,7,1,26.55,0,60.0,0,0,0,668
0,1,2,13.5,0,52.0,0,0,0,111
0,1,3,8.05,0,44.0,0,0,0,329
1,2,3,7.7333,1,28.0,0,0,0,444
0,1,1,110.8833,0,49.0,1,1,2,629
0,1,3,7.65,0,42.0,0,0,0,291
1,3,1,227.525,1,18.0,1,0,1,28
1,1,1,26.2875,0,35.0,0,0,0,583
0,2,3,14.4542,1,18.0,0,1,1,42
0,1,3,7.7417,0,25.0,0,0,0,211
0,1,3,7.8542,0,26.0,1,0,1,248
0,1,2,26.0,0,39.0,0,0,0,437
1,3,2,13.5,1,45.0,0,0,0,329
1,1,1,26.2875,0,42.0,0,0,0,92
1,2,1,151.55,1,22.0,0,0,0,121
1,4,3,15.2458,0,28.0,1,1,2,440
1,2,1,49.5042,1,24.0,0,0,0,400
0,1,1,26.55,0,28.0,0,0,0,338
1,1,1,52.0,0,48.0,1,0,1,628
0,1,3,9.4833,0,29.0,0,0,0,351
0,1,2,13.0,0,52.0,0,0,0,234
0,1,3,7.65,0,19.0,0,0,0,604
1,2,1,227.525,1,38.0,0,0,0,186
1,2,2,10.5,1,27.0,0,0,0,645
0,1,3,15.5,0,28.0,0,0,0,405
0,1,3,7.775,0,33.0,0,0,0,313
1,2,2,33.0,1,6.0,0,1,1,253
0,1,3,7.0542,0,17.0,1,0,1,307
0,1,2,13.0,0,34.0,0,0,0,222
0,1,2,13.0,0,50.0,0,0,0,279
1,1,1,53.1,0,27.0,1,0,1,110
0,1,3,8.6625,0,20.0,0,0,0,485
1,3,2,21.0,1,30.0,3,0,3,532
1,2,3,7.7375,1,28.0,0,0,0,393
0,1,2,26.0,0,25.0,1,0,1,82
0,2,3,7.925,1,25.0,1,0,1,296
1,2,1,211.3375,1,29.0,0,0,0,11
0,1,3,18.7875,0,11.0,0,0,0,261
0,1,2,0.0,0,28.0,0,0,0,340
0,1,2,13.0,0,23.0,0,0,0,58
0,1,2,13.0,0,23.0,0,0,0,643
0,1,3,16.1,0,28.5,0,0,0,681
0,3,3,34.375,1,48.0,1,3,4,196
1,1,1,512.3292,0,35.0,0,0,0,364
0,1,3,7.8958,0,28.0,0,0,0,298
0,1,3,7.8958,0,28.0,0,0,0,451
1,1,1,30.0,0,28.0,0,0,0,262
0,1,1,78.85,0,36.0,1,0,1,107
1,2,1,262.375,1,21.0,2,2,4,559
0,1,3,16.1,0,24.0,1,0,1,411
1,1,3,7.925,0,31.0,0,0,0,618
0,7,1,71.0,0,70.0,1,1,2,141
0,1,3,20.25,0,16.0,1,1,2,1
1,2,2,13.0,1,30.0,0,0,0,587
0,1,1,53.1,0,19.0,1,0,1,397
0,1,3,7.75,0,31.0,0,0,0,131
1,2,2,23.0,1,4.0,1,1,2,670
1,4,3,12.475,0,6.0,0,1,1,432
0,1,3,9.5,0,33.0,0,0,0,653
0,1,3,7.8958,0,23.0,0,0,0,316
1,3,2,65.0,1,48.0,1,2,3,272
1,4,2,14.5,0,0.67,1,1,2,244
0,1,3,7.7958,0,28.0,0,0,0,102
0,1,2,11.5,0,18.0,0,0,0,37
0,1,3,8.05,0,34.0,0,0,0,630
1,3,1,86.5,1,33.0,0,0,0,553
0,1,3,14.5,0,28.0,0,0,0,212
0,1,3,7.125,0,41.0,0,0,0,463
1,1,3,7.2292,0,20.0,0,0,0,41
1,3,1,120.0,1,36.0,1,2,3,106
0,1,3,7.775,0,16.0,0,0,0,179
1,3,1,77.9583,1,51.0,1,0,1,280
0,5,1,39.6,0,28.0,0,0,0,78
0,2,3,7.75,1,30.5,0,0,0,392
0,1,3,24.15,0,28.0,1,0,1,435
0,1,3,8.3625,0,32.0,0,0,0,236
0,1,3,9.5,0,24.0,0,0,0,368
0,1,3,7.8542,0,48.0,0,0,0,306
0,3,2,10.5,1,57.0,0,0,0,383
0,1,3,7.225,0,28.0,0,0,0,181
1,3,2,23.0,1,54.0,1,3,4,278
0,1,3,7.75,0,18.0,0,0,0,447
0,1,3,7.75,0,28.0,0,0,0,635
1,2,3,12.475,1,5.0,0,0,0,184
0,1,3,7.7375,0,28.0,0,0,0,333
1,3,1,211.3375,1,43.0,0,1,1,544
1,2,3,7.2292,1,13.0,0,0,0,32
1,3,1,57.0,1,17.0,1,0,1,162
0,1,1,30.0,0,29.0,0,0,0,376
0,1,3,23.45,0,28.0,1,2,3,315
0,1,3,7.05,0,25.0,0,0,0,10
0,1,3,7.25,0,25.0,0,0,0,252
1,2,3,7.4958,1,18.0,0,0,0,592
0,4,3,29.125,0,8.0,4,1,5,535
1,4,3,20.575,0,1.0,1,2,3,158
0,1,1,79.2,0,46.0,0,0,0,237
0,1,3,7.75,0,28.0,0,0,0,327
0,1,2,26.0,0,16.0,0,0,0,214
0,2,3,69.55,1,28.0,8,2,10,563
0,1,1,30.6958,0,28.0,0,0,0,289
0,1,3,7.8958,0,25.0,0,0,0,152
0,1,2,13.0,0,39.0,0,0,0,489
1,5,1,25.9292,1,49.0,0,0,0,353
1,3,3,8.6833,1,31.0,0,0,0,487
0,1,3,7.2292,0,30.0,0,0,0,293
0,3,3,24.15,1,30.0,1,1,2,651
0,1,2,13.0,0,34.0,0,0,0,522
1,3,2,26.25,1,31.0,1,1,2,129
1,4,1,120.0,0,11.0,1,2,3,106
1,4,3,8.5167,0,0.42,0,1,1,631
1,1,3,6.975,0,27.0,0,0,0,266
0,1,3,7.775,0,31.0,0,0,0,312
0,1,1,0.0,0,39.0,0,0,0,20
0,2,3,7.775,1,18.0,0,0,0,516
0,1,2,13.0,0,39.0,0,0,0,418
1,3,1,53.1,1,33.0,1,0,1,110
0,1,3,7.8875,0,26.0,0,0,0,8
0,1,3,24.15,0,39.0,0,0,0,363
0,1,2,10.5,0,35.0,0,0,0,597
0,2,3,31.275,1,6.0,4,2,6,17
0,1,3,8.05,0,30.5,0,0,0,637
0,1,1,0.0,0,28.0,0,0,0,206
0,2,3,7.925,1,23.0,0,0,0,269
0,1,2,37.0042,0,31.0,1,1,2,390
0,1,3,6.45,0,43.0,0,0,0,282
0,4,3,27.9,0,10.0,3,2,5,594
1,3,1,93.5,1,52.0,1,1,2,264
1,1,3,8.6625,0,27.0,0,0,0,380
0,7,1,0.0,0,38.0,0,0,0,533
1,3,3,12.475,1,27.0,0,1,1,432
0,4,3,39.6875,0,2.0,4,1,5,493
0,1,3,6.95,0,28.0,0,0,0,194
0,1,3,56.4958,0,28.0,0,0,0,347
1,4,2,37.0042,0,1.0,0,2,2,390
1,1,3,7.75,0,28.0,0,0,0,402
1,3,1,80.0,1,62.0,0,0,0,615
1,3,3,14.4542,1,15.0,1,0,1,687
1,4,2,18.75,0,0.83,1,1,2,537
0,1,3,7.2292,0,28.0,0,0,0,560
0,1,3,7.8542,0,23.0,0,0,0,31
0,1,3,8.3,0,18.0,0,0,0,13
1,2,1,83.1583,1,39.0,1,1,2,130
0,1,3,8.6625,0,21.0,0,0,0,498
0,1,3,8.05,0,28.0,0,0,0,589
1,1,3,56.4958,0,32.0,0,0,0,116
1,1,1,29.7,0,28.0,0,0,0,394
0,1,3,7.925,0,20.0,0,0,0,9
0,1,2,10.5,0,16.0,0,0,0,443
1,2,1,31.0,1,30.0,0,0,0,574
0,1,3,6.4375,0,34.5,0,0,0,359
0,1,3,8.6625,0,17.0,0,0,0,142
0,1,3,7.55,0,42.0,0,0,0,0
0,1,3,69.55,0,28.0,8,2,10,563
0,1,3,7.8958,0,35.0,0,0,0,395
0,6,2,33.0,0,28.0,0,1,1,253
1,3,1,89.1042,1,28.0,1,0,1,226
0,4,3,31.275,0,4.0,4,2,6,17
0,1,3,7.775,0,74.0,0,0,0,625
0,2,3,15.2458,1,9.0,1,1,2,71
1,2,1,39.4,1,16.0,0,1,1,373
0,3,2,26.0,1,44.0,1,0,1,105
1,3,3,9.35,1,18.0,0,1,1,6
1,3,1,164.8667,1,45.0,1,1,2,674
1,1,1,26.55,0,51.0,0,0,0,148
1,3,3,19.2583,1,24.0,0,3,3,35
0,1,3,7.2292,0,28.0,0,0,0,527
0,1,3,14.1083,0,41.0,2,0,2,249
0,1,2,11.5,0,21.0,1,0,1,219
1,3,1,25.9292,1,48.0,0,0,0,626
0,2,3,69.55,1,28.0,8,2,10,563
0,1,2,13.0,0,24.0,0,0,0,221
1,3,2,13.0,1,42.0,0,0,0,89
1,2,2,13.8583,1,27.0,1,0,1,176
0,1,1,50.4958,0,31.0,0,0,0,546
0,1,3,9.5,0,28.0,0,0,0,700
1,4,3,11.1333,0,4.0,1,1,2,314
0,1,3,7.8958,0,26.0,0,0,0,38
1,3,1,52.5542,1,47.0,1,1,2,53
0,1,1,5.0,0,33.0,0,0,0,102
0,1,3,9.0,0,47.0,0,0,0,656
1,3,2,24.0,1,28.0,1,0,1,2
1,2,3,7.225,1,15.0,0,0,0,449
0,1,3,9.8458,0,20.0,0,0,0,238
0,1,3,7.8958,0,19.0,0,0,0,514
0,1,3,7.8958,0,28.0,0,0,0,346
1,3,1,83.1583,1,56.0,0,1,1,524
1,3,2,26.0,1,25.0,0,1,1,579
0,1,3,7.8958,0,33.0,0,0,0,396
0,2,3,10.5167,1,22.0,0,0,0,146
0,1,2,10.5,0,28.0,0,0,0,40
0,1,3,7.05,0,25.0,0,0,0,623
0,3,3,29.125,1,39.0,0,5,5,535
0,6,2,13.0,0,27.0,0,0,0,431
1,2,1,30.0,1,19.0,0,0,0,231
0,2,3,23.45,1,28.0,1,2,3,315
1,1,1,30.0,0,26.0,0,0,0,55
0,1,3,7.75,0,32.0,0,0,0,167
